"","year","date.deploy","DOY","trap.no","treatment","Location","notes","species","value"
"367",2020,2020-08-08,221,10,"A","Fuel Dump",NA,"sculpin",6
"368",2020,2020-08-08,221,10,"A","Fuel Dump",NA,"3-spine",2
"369",2020,2020-08-08,221,5,"A","Fuel Dump",NA,"sculpin",2
"370",2020,2020-08-08,221,5,"A","Fuel Dump",NA,"3-spine",3
"371",2020,2020-08-08,221,4,"A","Fuel Dump",NA,"sculpin",4
"372",2020,2020-08-08,221,4,"A","Fuel Dump",NA,"3-spine",1
"373",2020,2020-08-08,221,2,"A","Fuel Dump","windy at traps 1-3 17SW","sculpin",0
"374",2020,2020-08-08,221,2,"A","Fuel Dump","windy at traps 1-3 17SW","3-spine",0
"375",2020,2020-08-08,221,18,"C","Fuel Dump",NA,"sculpin",5
"376",2020,2020-08-08,221,18,"C","Fuel Dump",NA,"3-spine",0
"377",2020,2020-08-08,221,17,"C","Fuel Dump",NA,"sculpin",1
"378",2020,2020-08-08,221,17,"C","Fuel Dump",NA,"3-spine",22
"379",2020,2020-08-08,221,14,"C","Fuel Dump",NA,"sculpin",4
"380",2020,2020-08-08,221,14,"C","Fuel Dump",NA,"3-spine",0
"381",2020,2020-08-08,221,6,"C","Fuel Dump",NA,"sculpin",0
"382",2020,2020-08-08,221,6,"C","Fuel Dump",NA,"3-spine",1
"383",2020,2020-08-08,221,1,"C","Fuel Dump","windy at traps 1-3 17SW","sculpin",1
"384",2020,2020-08-08,221,1,"C","Fuel Dump","windy at traps 1-3 17SW","3-spine",0
"385",2020,2020-08-08,221,19,"E","Fuel Dump",NA,"sculpin",86
"386",2020,2020-08-08,221,19,"E","Fuel Dump",NA,"3-spine",4
"387",2020,2020-08-08,221,13,"E","Fuel Dump",NA,"sculpin",40
"388",2020,2020-08-08,221,13,"E","Fuel Dump",NA,"3-spine",14
"389",2020,2020-08-08,221,11,"E","Fuel Dump",NA,"sculpin",17
"390",2020,2020-08-08,221,11,"E","Fuel Dump",NA,"3-spine",7
"391",2020,2020-08-08,221,7,"E","Fuel Dump","rainbow about 175mm","sculpin",31
"392",2020,2020-08-08,221,7,"E","Fuel Dump","rainbow about 175mm","3-spine",8
"393",2020,2020-08-08,221,16,"J","Fuel Dump",NA,"sculpin",5
"394",2020,2020-08-08,221,16,"J","Fuel Dump",NA,"3-spine",30
"395",2020,2020-08-08,221,15,"J","Fuel Dump",NA,"sculpin",31
"396",2020,2020-08-08,221,15,"J","Fuel Dump",NA,"3-spine",15
"397",2020,2020-08-08,221,12,"J","Fuel Dump",NA,"sculpin",12
"398",2020,2020-08-08,221,12,"J","Fuel Dump",NA,"3-spine",7
"399",2020,2020-08-08,221,9,"J","Fuel Dump",NA,"sculpin",6
"400",2020,2020-08-08,221,9,"J","Fuel Dump",NA,"3-spine",0
"401",2020,2020-08-08,221,8,"J","Fuel Dump",NA,"sculpin",3
"402",2020,2020-08-08,221,8,"J","Fuel Dump",NA,"3-spine",2
"403",2020,2020-08-08,221,3,"J","Fuel Dump","sockeye tangled in bouy line; windy at traps 1-3 17SW","sculpin",16
"404",2020,2020-08-08,221,3,"J","Fuel Dump","sockeye tangled in bouy line; windy at traps 1-3 17SW","3-spine",3
"405",2020,2020-08-11,224,14,"A","Fuel Dump",NA,"sculpin",0
"406",2020,2020-08-11,224,14,"A","Fuel Dump",NA,"3-spine",1
"407",2020,2020-08-11,224,11,"A","Fuel Dump",NA,"sculpin",3
"408",2020,2020-08-11,224,11,"A","Fuel Dump",NA,"3-spine",52
"409",2020,2020-08-11,224,10,"A","Fuel Dump",NA,"sculpin",2
"410",2020,2020-08-11,224,10,"A","Fuel Dump",NA,"3-spine",6
"411",2020,2020-08-11,224,9,"A","Fuel Dump",NA,"sculpin",4
"412",2020,2020-08-11,224,9,"A","Fuel Dump",NA,"3-spine",15
"413",2020,2020-08-11,224,2,"A","Fuel Dump",NA,"sculpin",4
"414",2020,2020-08-11,224,2,"A","Fuel Dump",NA,"3-spine",2
"415",2020,2020-08-11,224,20,"C","Fuel Dump",NA,"sculpin",1
"416",2020,2020-08-11,224,20,"C","Fuel Dump",NA,"3-spine",0
"417",2020,2020-08-11,224,17,"C","Fuel Dump",NA,"sculpin",3
"418",2020,2020-08-11,224,17,"C","Fuel Dump",NA,"3-spine",4
"419",2020,2020-08-11,224,16,"C","Fuel Dump","opened on recovery","sculpin",1
"420",2020,2020-08-11,224,16,"C","Fuel Dump","opened on recovery","3-spine",0
"421",2020,2020-08-11,224,13,"C","Fuel Dump",NA,"sculpin",0
"422",2020,2020-08-11,224,13,"C","Fuel Dump",NA,"3-spine",1
"423",2020,2020-08-11,224,8,"C","Fuel Dump",NA,"sculpin",5
"424",2020,2020-08-11,224,8,"C","Fuel Dump",NA,"3-spine",10
"425",2020,2020-08-11,224,19,"E","Fuel Dump",NA,"sculpin",14
"426",2020,2020-08-11,224,19,"E","Fuel Dump",NA,"3-spine",1
"427",2020,2020-08-11,224,7,"E","Fuel Dump",NA,"sculpin",78
"428",2020,2020-08-11,224,7,"E","Fuel Dump",NA,"3-spine",12
"429",2020,2020-08-11,224,5,"E","Fuel Dump",NA,"sculpin",71
"430",2020,2020-08-11,224,5,"E","Fuel Dump",NA,"3-spine",7
"431",2020,2020-08-11,224,4,"E","Fuel Dump",NA,"sculpin",17
"432",2020,2020-08-11,224,4,"E","Fuel Dump",NA,"3-spine",3
"433",2020,2020-08-11,224,1,"E","Fuel Dump","saved before and after amino and egg juice","sculpin",64
"434",2020,2020-08-11,224,1,"E","Fuel Dump","saved before and after amino and egg juice","3-spine",1
"435",2020,2020-08-11,224,18,"J","Fuel Dump",NA,"sculpin",4
"436",2020,2020-08-11,224,18,"J","Fuel Dump",NA,"3-spine",0
"437",2020,2020-08-11,224,15,"J","Fuel Dump",NA,"sculpin",4
"438",2020,2020-08-11,224,15,"J","Fuel Dump",NA,"3-spine",0
"439",2020,2020-08-11,224,12,"J","Fuel Dump",NA,"sculpin",10
"440",2020,2020-08-11,224,12,"J","Fuel Dump",NA,"3-spine",16
"441",2020,2020-08-11,224,6,"J","Fuel Dump",NA,"sculpin",6
"442",2020,2020-08-11,224,6,"J","Fuel Dump",NA,"3-spine",2
"443",2020,2020-08-11,224,3,"J","Fuel Dump",NA,"sculpin",3
"444",2020,2020-08-11,224,3,"J","Fuel Dump",NA,"3-spine",4
"445",2025,2025-08-16,228,3,"A","Fuel Dump",NA,"sculpin",0
"446",2025,2025-08-16,228,3,"A","Fuel Dump",NA,"3-spine",0
"447",2025,2025-08-16,228,7,"A","Fuel Dump",NA,"sculpin",0
"448",2025,2025-08-16,228,7,"A","Fuel Dump",NA,"3-spine",1
"449",2025,2025-08-16,228,10,"A","Fuel Dump",NA,"sculpin",2
"450",2025,2025-08-16,228,10,"A","Fuel Dump",NA,"3-spine",0
"451",2025,2025-08-16,228,13,"A","Fuel Dump",NA,"sculpin",0
"452",2025,2025-08-16,228,13,"A","Fuel Dump",NA,"3-spine",0
"453",2025,2025-08-16,228,19,"A","Fuel Dump",NA,"sculpin",0
"454",2025,2025-08-16,228,19,"A","Fuel Dump",NA,"3-spine",0
"455",2025,2025-08-16,228,2,"C","Fuel Dump",NA,"sculpin",1
"456",2025,2025-08-16,228,2,"C","Fuel Dump",NA,"3-spine",3
"457",2025,2025-08-16,228,8,"C","Fuel Dump",NA,"sculpin",0
"458",2025,2025-08-16,228,8,"C","Fuel Dump",NA,"3-spine",0
"459",2025,2025-08-16,228,12,"C","Fuel Dump",NA,"sculpin",0
"460",2025,2025-08-16,228,12,"C","Fuel Dump",NA,"3-spine",0
"461",2025,2025-08-16,228,14,"C","Fuel Dump",NA,"sculpin",0
"462",2025,2025-08-16,228,14,"C","Fuel Dump",NA,"3-spine",0
"463",2025,2025-08-16,228,20,"C","Fuel Dump","Trapped opened on retrieve","sculpin",0
"464",2025,2025-08-16,228,20,"C","Fuel Dump","Trapped opened on retrieve","3-spine",0
"465",2025,2025-08-16,228,1,"E","Fuel Dump",NA,"sculpin",61
"466",2025,2025-08-16,228,1,"E","Fuel Dump",NA,"3-spine",0
"467",2025,2025-08-16,228,6,"E","Fuel Dump",NA,"sculpin",4
"468",2025,2025-08-16,228,6,"E","Fuel Dump",NA,"3-spine",0
"469",2025,2025-08-16,228,9,"E","Fuel Dump",NA,"sculpin",6
"470",2025,2025-08-16,228,9,"E","Fuel Dump",NA,"3-spine",0
"471",2025,2025-08-16,228,15,"E","Fuel Dump",NA,"sculpin",10
"472",2025,2025-08-16,228,15,"E","Fuel Dump",NA,"3-spine",3
"473",2025,2025-08-16,228,17,"E","Fuel Dump",NA,"sculpin",10
"474",2025,2025-08-16,228,17,"E","Fuel Dump",NA,"3-spine",2
"475",2025,2025-08-16,228,4,"J","Fuel Dump","egg juice only soaked ~1 hr before deployment","sculpin",2
"476",2025,2025-08-16,228,4,"J","Fuel Dump","egg juice only soaked ~1 hr before deployment","3-spine",0
"477",2025,2025-08-16,228,5,"J","Fuel Dump","egg juice only soaked ~1 hr before deployment","sculpin",2
"478",2025,2025-08-16,228,5,"J","Fuel Dump","egg juice only soaked ~1 hr before deployment","3-spine",0
"479",2025,2025-08-16,228,11,"J","Fuel Dump","egg juice only soaked ~1 hr before deployment","sculpin",1
"480",2025,2025-08-16,228,11,"J","Fuel Dump","egg juice only soaked ~1 hr before deployment","3-spine",0
"481",2025,2025-08-16,228,16,"J","Fuel Dump","egg juice only soaked ~1 hr before deployment","sculpin",0
"482",2025,2025-08-16,228,16,"J","Fuel Dump","egg juice only soaked ~1 hr before deployment","3-spine",0
"483",2025,2025-08-16,228,18,"J","Fuel Dump","egg juice only soaked ~1 hr before deployment","sculpin",0
"484",2025,2025-08-16,228,18,"J","Fuel Dump","egg juice only soaked ~1 hr before deployment","3-spine",0
"485",2025,2025-08-18,230,3,"A","Fuel Dump",NA,"sculpin",0
"486",2025,2025-08-18,230,3,"A","Fuel Dump",NA,"3-spine",0
"487",2025,2025-08-18,230,5,"A","Fuel Dump",NA,"sculpin",1
"488",2025,2025-08-18,230,5,"A","Fuel Dump",NA,"3-spine",0
"489",2025,2025-08-18,230,6,"A","Fuel Dump",NA,"sculpin",1
"490",2025,2025-08-18,230,6,"A","Fuel Dump",NA,"3-spine",4
"491",2025,2025-08-18,230,12,"A","Fuel Dump",NA,"sculpin",0
"492",2025,2025-08-18,230,12,"A","Fuel Dump",NA,"3-spine",2
"493",2025,2025-08-18,230,14,"A","Fuel Dump",NA,"sculpin",0
"494",2025,2025-08-18,230,14,"A","Fuel Dump",NA,"3-spine",16
"495",2025,2025-08-18,230,1,"C","Fuel Dump",NA,"sculpin",0
"496",2025,2025-08-18,230,1,"C","Fuel Dump",NA,"3-spine",0
"497",2025,2025-08-18,230,7,"C","Fuel Dump",NA,"sculpin",0
"498",2025,2025-08-18,230,7,"C","Fuel Dump",NA,"3-spine",0
"499",2025,2025-08-18,230,13,"C","Fuel Dump",NA,"sculpin",0
"500",2025,2025-08-18,230,13,"C","Fuel Dump",NA,"3-spine",9
"501",2025,2025-08-18,230,16,"C","Fuel Dump",NA,"sculpin",0
"502",2025,2025-08-18,230,16,"C","Fuel Dump",NA,"3-spine",0
"503",2025,2025-08-18,230,2,"E","Fuel Dump",NA,"sculpin",0
"504",2025,2025-08-18,230,2,"E","Fuel Dump",NA,"3-spine",0
"505",2025,2025-08-18,230,4,"E","Fuel Dump",NA,"sculpin",0
"506",2025,2025-08-18,230,4,"E","Fuel Dump",NA,"3-spine",0
"507",2025,2025-08-18,230,11,"E","Fuel Dump",NA,"sculpin",2
"508",2025,2025-08-18,230,11,"E","Fuel Dump",NA,"3-spine",3
"509",2025,2025-08-18,230,17,"E","Fuel Dump",NA,"sculpin",6
"510",2025,2025-08-18,230,17,"E","Fuel Dump",NA,"3-spine",0
"511",2025,2025-08-18,230,18,"E","Fuel Dump",NA,"sculpin",2
"512",2025,2025-08-18,230,18,"E","Fuel Dump",NA,"3-spine",0
"513",2025,2025-08-18,230,8,"J","Fuel Dump",NA,"sculpin",1
"514",2025,2025-08-18,230,8,"J","Fuel Dump",NA,"3-spine",3
"515",2025,2025-08-18,230,9,"J","Fuel Dump",NA,"sculpin",2
"516",2025,2025-08-18,230,9,"J","Fuel Dump",NA,"3-spine",0
"517",2025,2025-08-18,230,10,"J","Fuel Dump",NA,"sculpin",0
"518",2025,2025-08-18,230,10,"J","Fuel Dump",NA,"3-spine",0
"519",2025,2025-08-18,230,15,"J","Fuel Dump",NA,"sculpin",0
"520",2025,2025-08-18,230,15,"J","Fuel Dump",NA,"3-spine",3
"521",2025,2025-08-18,230,20,"J","Fuel Dump",NA,"sculpin",0
"522",2025,2025-08-18,230,20,"J","Fuel Dump",NA,"3-spine",0
"523",2025,2025-08-19,231,1,"A","Fuel Dump",NA,"sculpin",0
"524",2025,2025-08-19,231,1,"A","Fuel Dump",NA,"3-spine",1
"525",2025,2025-08-19,231,4,"A","Fuel Dump",NA,"sculpin",2
"526",2025,2025-08-19,231,4,"A","Fuel Dump",NA,"3-spine",1
"527",2025,2025-08-19,231,15,"A","Fuel Dump",NA,"sculpin",1
"528",2025,2025-08-19,231,15,"A","Fuel Dump",NA,"3-spine",0
"529",2025,2025-08-19,231,19,"A","Fuel Dump",NA,"sculpin",0
"530",2025,2025-08-19,231,19,"A","Fuel Dump",NA,"3-spine",0
"531",2025,2025-08-19,231,20,"A","Fuel Dump",NA,"sculpin",0
"532",2025,2025-08-19,231,20,"A","Fuel Dump",NA,"3-spine",0
"533",2025,2025-08-19,231,7,"C","Fuel Dump",NA,"sculpin",1
"534",2025,2025-08-19,231,7,"C","Fuel Dump",NA,"3-spine",1
"535",2025,2025-08-19,231,9,"C","Fuel Dump",NA,"sculpin",0
"536",2025,2025-08-19,231,9,"C","Fuel Dump",NA,"3-spine",0
"537",2025,2025-08-19,231,10,"C","Fuel Dump",NA,"sculpin",0
"538",2025,2025-08-19,231,10,"C","Fuel Dump",NA,"3-spine",1
"539",2025,2025-08-19,231,16,"C","Fuel Dump",NA,"sculpin",2
"540",2025,2025-08-19,231,16,"C","Fuel Dump",NA,"3-spine",1
"541",2025,2025-08-19,231,21,"C","Fuel Dump",NA,"sculpin",0
"542",2025,2025-08-19,231,21,"C","Fuel Dump",NA,"3-spine",0
"543",2025,2025-08-19,231,2,"E","Fuel Dump",NA,"sculpin",28
"544",2025,2025-08-19,231,2,"E","Fuel Dump",NA,"3-spine",0
"545",2025,2025-08-19,231,5,"E","Fuel Dump",NA,"sculpin",30
"546",2025,2025-08-19,231,5,"E","Fuel Dump",NA,"3-spine",4
"547",2025,2025-08-19,231,6,"E","Fuel Dump",NA,"sculpin",48
"548",2025,2025-08-19,231,6,"E","Fuel Dump",NA,"3-spine",0
"549",2025,2025-08-19,231,8,"E","Fuel Dump",NA,"sculpin",10
"550",2025,2025-08-19,231,8,"E","Fuel Dump",NA,"3-spine",0
"551",2025,2025-08-19,231,11,"E","Fuel Dump",NA,"sculpin",5
"552",2025,2025-08-19,231,11,"E","Fuel Dump",NA,"3-spine",0
"553",2025,2025-08-19,231,3,"J","Fuel Dump",NA,"sculpin",0
"554",2025,2025-08-19,231,3,"J","Fuel Dump",NA,"3-spine",1
"555",2025,2025-08-19,231,12,"J","Fuel Dump",NA,"sculpin",7
"556",2025,2025-08-19,231,12,"J","Fuel Dump",NA,"3-spine",4
"557",2025,2025-08-19,231,14,"J","Fuel Dump",NA,"sculpin",0
"558",2025,2025-08-19,231,14,"J","Fuel Dump",NA,"3-spine",2
"559",2025,2025-08-19,231,17,"J","Fuel Dump",NA,"sculpin",2
"560",2025,2025-08-19,231,17,"J","Fuel Dump",NA,"3-spine",1
"561",2025,2025-08-19,231,18,"J","Fuel Dump",NA,"sculpin",0
"562",2025,2025-08-19,231,18,"J","Fuel Dump",NA,"3-spine",0
"563",2025,2025-08-20,232,1,"A","Fuel Dump",NA,"sculpin",2
"564",2025,2025-08-20,232,1,"A","Fuel Dump",NA,"3-spine",2
"565",2025,2025-08-20,232,6,"A","Fuel Dump",NA,"sculpin",0
"566",2025,2025-08-20,232,6,"A","Fuel Dump",NA,"3-spine",1
"567",2025,2025-08-20,232,9,"A","Fuel Dump",NA,"sculpin",1
"568",2025,2025-08-20,232,9,"A","Fuel Dump",NA,"3-spine",0
"569",2025,2025-08-20,232,13,"A","Fuel Dump",NA,"sculpin",0
"570",2025,2025-08-20,232,13,"A","Fuel Dump",NA,"3-spine",1
"571",2025,2025-08-20,232,19,"A","Fuel Dump",NA,"sculpin",0
"572",2025,2025-08-20,232,19,"A","Fuel Dump",NA,"3-spine",0
"573",2025,2025-08-20,232,2,"C","Fuel Dump",NA,"sculpin",0
"574",2025,2025-08-20,232,2,"C","Fuel Dump",NA,"3-spine",0
"575",2025,2025-08-20,232,5,"C","Fuel Dump",NA,"sculpin",1
"576",2025,2025-08-20,232,5,"C","Fuel Dump",NA,"3-spine",0
"577",2025,2025-08-20,232,7,"C","Fuel Dump",NA,"sculpin",1
"578",2025,2025-08-20,232,7,"C","Fuel Dump",NA,"3-spine",0
"579",2025,2025-08-20,232,10,"C","Fuel Dump",NA,"sculpin",3
"580",2025,2025-08-20,232,10,"C","Fuel Dump",NA,"3-spine",0
"581",2025,2025-08-20,232,12,"C","Fuel Dump",NA,"sculpin",0
"582",2025,2025-08-20,232,12,"C","Fuel Dump",NA,"3-spine",0
"583",2025,2025-08-20,232,3,"E","Fuel Dump",NA,"sculpin",6
"584",2025,2025-08-20,232,3,"E","Fuel Dump",NA,"3-spine",1
"585",2025,2025-08-20,232,8,"E","Fuel Dump",NA,"sculpin",2
"586",2025,2025-08-20,232,8,"E","Fuel Dump",NA,"3-spine",2
"587",2025,2025-08-20,232,21,"E","Fuel Dump",NA,"sculpin",9
"588",2025,2025-08-20,232,21,"E","Fuel Dump",NA,"3-spine",2
"589",2025,2025-08-20,232,4,"J","Fuel Dump",NA,"sculpin",1
"590",2025,2025-08-20,232,4,"J","Fuel Dump",NA,"3-spine",1
"591",2025,2025-08-20,232,14,"J","Fuel Dump",NA,"sculpin",0
"592",2025,2025-08-20,232,14,"J","Fuel Dump",NA,"3-spine",2
"593",2025,2025-08-20,232,15,"J","Fuel Dump",NA,"sculpin",0
"594",2025,2025-08-20,232,15,"J","Fuel Dump",NA,"3-spine",0
"595",2025,2025-08-20,232,18,"J","Fuel Dump",NA,"sculpin",0
"596",2025,2025-08-20,232,18,"J","Fuel Dump",NA,"3-spine",0
"597",2025,2025-08-20,232,20,"J","Fuel Dump",NA,"sculpin",0
"598",2025,2025-08-20,232,20,"J","Fuel Dump",NA,"3-spine",0
